plWordNet ID,lemma,phrase,N,VAL M,ARO M,ANG M,DIS M,FEA M,SAD M,ANT M,HAP M,SUR M,TRU M,VAL SD,ARO SD,ANG SD,DIS SD,FEA SD,SAD SD,ANT SD,HAP SD,SUR SD,TRU SD,ANG D,DIS D,FEA D,SAD D,ANT D,HAP D,SUR D,TRU D,NEU D,classification
629081,nierozwiązalny,nierozwiązalny supeł,53,-0.830188679245283,1.73584905660377,1.66037735849057,0.773584905660377,1.09433962264151,1.16981132075472,1,0.433962264150943,1.0188679245283,0.471698113207547,1.43762422950296,1.25806541648777,1.39977190760626,1.01226154711506,1.13110141936957,1.2362450755382,1.27097781860449,0.866234866939947,1.18468700893683,0.774690349675912,4.31905352871027,5.14886287524176,4.90461764492367,4.858315245693,4.9041903131167,5.3643691409123,4.95246189432247,5.33122811255926,3.59746354878026,ANG
629124,nieneutralność,nieneutralność pieniądza,52,-0.538461538461538,1.01923076923077,0.923076923076923,0.442307692307692,0.769230769230769,0.673076923076923,0.519230769230769,0.25,0.673076923076923,0.153846153846154,1.27512457617529,1.16299789447965,1.202059569927,0.826366047611802,1.16510345607093,1.02366419597624,1.03829393653365,0.763762615825973,1.23226483412365,0.459523000112047,4.21735960217692,4.68109963601639,4.39566951960418,4.474109292024,4.54878787098007,4.7974775213025,4.45836934296738,4.88770898201412,2.31807256862303,ANG
62916,przybory,przybory toaletowe,55,0.581818181818182,0.854545454545454,0.363636363636364,0.363636363636364,0.4,0.4,0.763636363636364,0.709090909090909,0.727272727272727,0.836363636363636,0.916735534603105,1.20827673152,0.754336509141357,0.703526470681448,0.807373427759331,0.829993306532582,0.961550375476566,0.975111147942506,1.07934385854702,0.995613273940133,4.63230036089172,4.62381105490271,4.59874346874083,4.60362947421511,4.25412568827662,4.33796024514791,4.31385514982256,4.17295297140136,2.03194955027724,TRU
629234,gujański,gujański polityk,54,-0.037037037037037,0.777777777777778,0.481481481481481,0.425925925925926,0.555555555555556,0.444444444444444,0.537037037037037,0.666666666666667,0.722222222222222,0.462962962962963,0.889412843481331,1.14375526255792,0.884686080999778,0.767299893447781,0.924849129290657,0.861474529385445,0.905183458168563,1.14924093078046,0.998426434902417,0.86248790996094,4.48028553993766,4.51749894574728,4.41113506786662,4.52678514484101,4.43353025338364,4.34982591537453,4.24106002912004,4.49916442963076,1.84855709497606,NEU
629287,niesterowność,niesterowność statku,50,-0.8,1.8,1.42,0.64,1.88,1.16,0.72,0.44,1.1,0.42,1.61624407128354,1.37023757808935,1.37157737287982,1.10213151554205,1.43768521433247,1.14926773492107,1.03094963158107,0.860943952761106,1.31319830791787,0.758354825142114,4.77473200675781,5.35989498620557,4.2914803510823,4.98102738839235,5.2830761716809,5.46528569189384,5.02506239073256,5.49417753819171,3.67643049738879,FEA
629310,koronka,koronka klockowa,52,0.538461538461538,0.961538461538462,0.384615384615385,0.384615384615385,0.365384615384615,0.307692307692308,0.788461538461538,0.884615384615385,0.788461538461538,0.75,1.07487415517915,1.29798544451699,0.718218005951117,0.795917183440543,0.714797274258992,0.578655017224664,1.16040118927047,1.26264344793826,1.14337886712403,1.08239023806157,4.66594780888486,4.67202990215267,4.68188419663398,4.7147625637728,4.37005361308652,4.27420750619396,4.36510605224339,4.3918826052973,1.97381017638203,NEU
629333,nieuważność,nieuważność wykonania,47,-0.808510638297872,1.5531914893617,1.80851063829787,0.808510638297872,1.23404255319149,1.29787234042553,0.659574468085106,0.468085106382979,0.702127659574468,0.468085106382979,1.31278492348105,1.0995752270427,1.39312438772242,1.13517472074721,1.32226363807852,1.12123560757611,1.08900823937237,1.01833333207165,1.08176372926691,0.952138641480034,4.12581593264391,5.05274105459575,4.72186951031351,4.66446213460262,5.18630362259576,5.33615511235123,5.14422449004619,5.33296222230686,3.46455923342068,ANG
629334,nieuważność,nieuważność odbiorcy,46,-0.869565217391304,1.56521739130435,1.73913043478261,0.695652173913043,0.782608695652174,1.21739130434783,0.543478260869565,0.173913043478261,0.826086956521739,0.217391304347826,1.3921796763377,1.20466083586568,1.43658209509308,1.11294534591559,1.20946348947256,1.05225775207959,0.861691404909371,0.529332822253614,1.14123418233823,0.696436755627797,3.95926547085261,4.93999940678238,4.85607864205872,4.4077454711071,5.02072978849079,5.29519301934669,4.79329530222393,5.25273615700177,3.20588274556417,ANG
629372,nieużywalność,nieużywalność myślowa,48,-0.666666666666667,1.39583333333333,1.08333333333333,0.895833333333333,0.708333333333333,1,0.625,0.4375,0.8125,0.4375,1.29373832951189,1.30040228363794,1.23483711275433,1.1529718000156,1.00970468261729,1.11087467933673,0.981206378621138,0.848183290107169,1.10427120473959,0.848183290107169,4.37959352200853,4.53093650799412,4.74307623914072,4.46961367656658,4.77357809370825,4.92401556854903,4.62368104431631,4.93074354497716,2.81299678050848,ANG
629507,pudernica,makijaż pudernicy,53,-0.773584905660377,1.52830188679245,0.867924528301887,1.52830188679245,0.490566037735849,0.754716981132076,0.584905660377358,0.60377358490566,1.05660377358491,0.452830188679245,1.43636171566542,1.28008073040044,1.16086399934002,1.44918775108023,1.01190303407137,0.998184127791725,1.02720611114568,1.09789348372076,1.29221179407817,0.910748587613699,4.83346211440841,4.09393382471622,5.12016802472698,4.89707343949812,5.03801548945449,5.01760409596949,4.59959433228013,5.14024800873458,3.08280569964436,DIS
629533,grochowski,grochowski dom,48,0.375,0.9375,0.520833333333333,0.645833333333333,0.5625,0.541666666666667,0.8125,0.583333333333333,0.8125,0.541666666666667,0.913841552446989,1.13748977082144,0.874936674506883,0.999778344228686,0.920366485746361,0.874176410779381,1.00331896033625,0.89521977174117,1.06503920615079,0.874176410779381,4.54246933874684,4.41132726245669,4.50358688612017,4.52153066950021,4.2607637050659,4.47097385438063,4.25946314595965,4.52113243482499,2.05906826928899,DIS
629629,aspołeczność,aspołeczność dziecka,48,-0.625,1.52083333333333,0.8125,0.6875,1.14583333333333,1.45833333333333,0.6875,0.604166666666667,0.895833333333333,0.479166666666667,1.33089315714849,1.25460145970545,0.95997007932096,1.05500327719568,1.0913505849592,1.12908046437597,1.05500327719568,1.14370773184696,1.11545398320705,0.92229093423707,4.83117928594112,4.94159359475708,4.54497684009331,4.21535863091633,4.93930727904182,5.01883618489549,4.77608437877992,5.0913459725232,3.09072461692598,SAD
